STN,VARFROM,VARTO,MEAS_DATE,START_TIME,END_TIME,GAUGE_NO,START_GH,END_GH,M_GH,FLOW,DEVIATION,QUALITY,METHOD,METER_NO,WMGH,PARTY,AREA,VELOCITY,MAXDEPTH,MAXVEL,SLOPE,MANNINGS,WETTEDPER,CTF,TEMP,PH,COND,SEDIMENT,SAMPLE,WIDTH,SECTIONS,METHOD_2,METHOD_6,METHOD_8,GSHIFT,COMMNT,RAWTYPE,RAWDATA,ENTEREDBY,CHECKEDBY,DBVER23,DATEMOD,TIMEMOD,USERMOD
401013,100,141,6/03/1969,1.00,0.00,55.0,0.244,0.244,0.244,6.606000,7.48,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,11/04/1969,0.00,0.00,56.0,0.290,0.290,0.290,14.190000,-0.68,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,11/04/1969,1.00,0.00,57.0,0.290,0.290,0.290,14.679000,2.75,7,..,.........,TRUE,..........,-999.9991,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,29/05/1969,0.00,0.00,58.0,0.378,0.378,0.378,43.794000,1.36,7,..,.........,TRUE,..........,-999.9991,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,29/05/1969,1.00,0.00,59.0,0.378,0.378,0.378,44.283000,2.49,7,..,.........,TRUE,..........,-999.9991,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,17/07/1969,0.00,0.00,60.0,0.524,0.524,0.524,159.027000,1.20,7,..,.........,TRUE,..........,-999.9991,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,22/07/1969,0.00,0.00,61.0,1.253,1.253,1.253,1734.621000,-2.39,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,22/07/1969,1.00,0.00,62.0,1.236,1.236,1.236,1693.029000,-1.54,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,23/07/1969,0.00,0.00,63.0,1.029,1.029,1.029,1076.491000,-2.39,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,23/07/1969,1.00,0.00,64.0,1.020,1.020,1.020,1081.384000,0.29,7,..,.........,TRUE,..........,-999.9991,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,24/07/1969,0.00,0.00,65.0,0.916,0.916,0.916,826.943000,1.05,7,..,.........,TRUE,..........,-999.9991,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,24/07/1969,1.00,0.00,66.0,0.913,0.913,0.913,807.370000,-0.49,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,31/07/1969,0.00,0.00,67.0,0.591,0.591,0.591,271.570000,12.32,7,..,.........,TRUE,..........,-999.9991,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,31/07/1969,1.00,0.00,68.0,0.591,0.591,0.591,271.570000,12.32,7,..,.........,TRUE,..........,-999.9991,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,21/08/1969,0.00,0.00,69.0,0.475,0.475,0.475,119.882000,3.98,7,..,.........,TRUE,..........,-999.9991,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,9/10/1969,0.00,0.00,70.0,0.448,0.448,0.448,92.970000,-3.72,7,..,.........,TRUE,..........,-999.9991,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,27/11/1969,0.00,0.00,71.0,0.408,0.408,0.408,61.164000,5.53,7,..,.........,TRUE,..........,-999.9991,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,27/11/1969,1.00,0.00,72.0,0.408,0.408,0.408,61.164000,5.53,7,..,.........,TRUE,..........,-999.9991,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,20/01/1970,0.00,0.00,73.0,0.344,0.344,0.344,31.316000,5.35,7,..,.........,TRUE,..........,-999.9991,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,20/01/1970,1.00,0.00,74.0,0.344,0.344,0.344,33.273000,11.94,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,3/03/1970,0.00,0.00,75.0,0.277,0.277,0.277,12.771000,-0.96,7,..,.........,TRUE,..........,-999.9991,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,16/04/1970,0.00,0.00,76.0,0.296,0.296,0.296,15.780000,0.65,7,..,.........,TRUE,..........,-999.9991,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,16/04/1970,1.00,0.00,77.0,0.296,0.296,0.296,15.609000,-0.44,7,..,.........,TRUE,..........,-999.9991,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,11/06/1970,0.00,0.00,78.0,0.482,0.482,0.482,117.925000,3.12,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,11/06/1970,1.00,0.00,79.0,0.482,0.482,0.482,117.436000,2.69,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
