day,P,E,obs,state_errors,Q_with_state_errors,Q_no_state_errors,state_S_ts
1972-12-09,0,6.89185433643036,0.125833333333333,NA,0.869384111092484,NA,-1e+06
1972-12-10,0,7.24895314735922,0.11681712962963,NA,0.832356685846488,NA,-1e+06
1972-12-11,0,7.34159554147887,0.114513888888889,NA,0.798151445904876,NA,-1e+06
1972-12-12,0,6.91949235575699,0.111284722222222,NA,0.766471989020864,NA,-1e+06
1972-12-13,0,7.55531423417649,0.11193287037037,NA,0.737060853471598,NA,-1e+06
1972-12-14,0,8.03638984008867,0.112569444444444,NA,0.70968898870526,NA,-1e+06
1972-12-15,0.00559627858339105,8.32955734906931,0.113217592592593,NA,0.684156374381595,NA,-1e+06
1972-12-16,0,7.22328121682101,0.114652777777778,NA,0.660290321891965,NA,-1e+06
1972-12-17,0,6.63993071989609,0.112627314814815,NA,0.637939567343125,NA,-1e+06
1972-12-18,0,7.26140285318401,0.115925925925926,NA,0.616968328982955,NA,-1e+06
1972-12-19,0,7.72989474050852,0.115393518518519,NA,0.597254574864132,NA,-1e+06
1972-12-20,0,8.18996534772269,0.116122685185185,NA,0.578690680858887,NA,-1e+06
1972-12-21,0,8.47830056288173,0.121574074074074,NA,0.561181541068843,NA,-1e+06
1972-12-22,0,8.11602748088281,0.115393518518519,NA,0.544642184786078,NA,-1e+06
1972-12-23,1.61514741144206,7.0788248075731,0.118993055555556,NA,0.528996418812693,NA,-1e+06
1972-12-24,0,6.08784262009258,0.116944444444444,NA,0.514175704261948,NA,-1e+06
1972-12-25,0.256928688561454,5.84952755584574,0.12287037037037,NA,0.500117795100431,NA,-1e+06
1972-12-26,0,5.69207418572513,0.127106481481481,NA,0.486766449926585,NA,-1e+06
1972-12-27,0.273243983695354,7.02303736143116,0.137002314814815,NA,0.474070920764186,NA,-1e+06
1972-12-28,0,7.1873431181377,0.164733796296296,NA,0.461985129679915,NA,-1e+06
1972-12-29,0,7.4673053326417,0.151956018518519,NA,0.450467211501269,NA,-1e+06
1972-12-30,0,7.70554130534195,0.136377314814815,NA,0.439479033075106,NA,-1e+06
1972-12-31,0,7.35038992654314,0.12525462962963,NA,0.428985740187734,NA,-1e+06
1973-01-01,0,7.78817419413333,0.123773148148148,NA,0.418955422337772,NA,-1e+06
1973-01-02,0,8.138788679643,0.117627314814815,NA,0.409358807655912,NA,-1e+06
1973-01-03,0,8.68040168788213,0.111597222222222,NA,0.400169007139905,NA,-1e+06
1973-01-04,0,7.5464817859199,0.105856481481481,NA,0.391361287384297,NA,-1e+06
1973-01-05,0,7.2557171987016,0.104039351851852,NA,0.382912858786175,NA,-1e+06
1973-01-06,0,7.10510796159499,0.102905092592593,NA,0.374802681642676,NA,-1e+06
1973-01-07,0,6.96156742104438,0.102511574074074,NA,0.367011303465203,NA,-1e+06
1973-01-08,0,7.02433308925005,0.103368055555556,NA,0.359520718431538,NA,-1e+06
1973-01-09,0,7.14520709505452,0.101793981481481,NA,0.352314235713242,NA,-1e+06
1973-01-10,0,6.78439532255322,0.101701388888889,NA,0.345376361886087,NA,-1e+06
1973-01-11,0,7.20284578749694,0.103368055555556,NA,0.338692696313579,NA,-1e+06
1973-01-12,0.160754238091081,6.6549690513285,0.104166666666667,NA,0.332249836711377,NA,-1e+06
1973-01-13,33.8345104665747,5.44307380104543,0.155798611111111,NA,0.340301020948797,NA,-1e+06
1973-01-14,0,6.45685381004464,1.22380787037037,NA,0.391197261478825,NA,-1e+06
1973-01-15,0,6.74182807453596,0.414814814814815,NA,0.386858312843328,NA,-1e+06
1973-01-16,0,7.3414528848092,0.148090277777778,NA,0.343237868303099,NA,-1e+06
1973-01-17,0,7.60075457100561,0.112118055555556,NA,0.326722598336319,NA,-1e+06
1973-01-18,0,7.64402525687713,0.107164351851852,NA,0.32069725990086,NA,-1e+06
1973-01-19,0,7.95120376331934,0.104224537037037,NA,0.314879656024299,NA,-1e+06
1973-01-20,0,7.96266600810952,0.103900462962963,NA,0.309259490435123,NA,-1e+06
1973-01-21,0,8.09116197112905,0.104247685185185,NA,0.303827058258155,NA,-1e+06
1973-01-22,0,8.13472065293702,0.103900462962963,NA,0.29857327995306,NA,-1e+06
1973-01-23,0,8.0144042538663,0.103506944444444,NA,0.293489615535281,NA,-1e+06
1973-01-24,0,7.94129248160755,0.103414351851852,NA,0.288568069803137,NA,-1e+06
1973-01-25,0.000462458906891175,7.94522622762246,0.103564814814815,NA,0.283801129493392,NA,-1e+06
1973-01-26,11.6969387350902,7.34311794105164,0.10443287037037,NA,0.280653618748068,NA,-1e+06
1973-01-27,0.00917095646287825,5.97233840291416,0.104444444444444,NA,0.281956073414485,NA,-1e+06
1973-01-28,20.3296978356732,7.04196853416943,0.116319444444444,NA,0.287153395353617,NA,-1e+06
1973-01-29,2.40616116153024,7.9335819512009,0.318703703703704,NA,0.315943574257904,NA,-1e+06
1973-01-30,0.116741686160634,7.67594505509172,0.633622685185185,NA,0.311712322221329,NA,-1e+06
1973-01-31,26.268969646097,6.8376632971783,0.1753125,NA,0.312696326394528,NA,-1e+06
1973-02-01,0.174721651297359,6.72372663534965,0.180347222222222,NA,0.425535218324395,NA,-1e+06
1973-02-02,0.021796558324794,7.20948357561914,0.332777777777778,NA,0.42639071551884,NA,100.084641752983
1973-02-03,1.26421038672381,6.3537379925332,0.31712962962963,NA,0.344883788518414,NA,-1e+06
1973-02-04,28.8869927804646,6.08687235767305,0.195138888888889,NA,0.587604120397545,NA,-1e+06
1973-02-05,40.9700388615574,7.20352554699927,0.143784722222222,NA,2.81835012302978,NA,-1e+06
1973-02-06,1.60647984940126,6.32517621806341,2.65096064814815,NA,9.4448910410921,NA,-1e+06
1973-02-07,3.82123092839329,5.73130799594838,7.56873842592593,NA,7.75139138235813,NA,-1e+06
1973-02-08,0.00654483469752564,6.12849474223239,1.43622685185185,NA,5.17649461041813,NA,-1e+06
1973-02-09,0,5.72379096238232,0.873657407407407,NA,4.08194688126834,NA,-1e+06
1973-02-10,0.498283685158345,5.64200149494788,0.568564814814815,NA,3.55017222888732,NA,-1e+06
1973-02-11,7.37496595842523,5.46746985595893,0.41494212962963,NA,3.20152668517621,NA,-1e+06
1973-02-12,1.60119644194987,5.85917662271979,0.355868055555556,NA,3.15376655794761,NA,-1e+06
1973-02-13,0,5.78347541154218,0.320173611111111,NA,2.84664261226587,NA,-1e+06
1973-02-14,0.00374961065587355,6.17275317011748,0.339456018518519,NA,2.50543119798892,NA,-1e+06
1973-02-15,3.13506233264615,6.41479579773111,0.291516203703704,NA,2.25820735834152,NA,-1e+06
1973-02-16,0.0372053888447547,6.40619591734879,0.248483796296296,NA,2.06613759989665,NA,-1e+06
1973-02-17,0,6.32343723350621,0.21,NA,1.90045576054774,NA,-1e+06
1973-02-18,0.973929976352037,6.18716411550349,0.195578703703704,NA,1.75589190352764,NA,-1e+06
1973-02-19,0.732471508364098,5.48643394016608,0.185381944444444,NA,1.62962535519293,NA,-1e+06
1973-02-20,10.8711838295214,5.59333957560816,0.17224537037037,NA,1.59781131878044,NA,-1e+06
1973-02-21,7.55651605936472,4.98660633512376,0.165208333333333,NA,1.8803709657102,NA,-1e+06
1973-02-22,18.8607438444575,5.70371794258355,0.352326388888889,NA,2.22328771497205,NA,-1e+06
1973-02-23,0.116173267368513,6.17292731784914,0.346180555555556,NA,3.21935874742028,NA,-1e+06
1973-02-24,0,5.94765241915678,0.669074074074074,NA,2.91886166924942,NA,-1e+06
1973-02-25,0.613079431359306,5.87638380631487,0.81349537037037,NA,2.31134038914601,NA,-1e+06
1973-02-26,1.36516517502442,6.04287133573443,0.534976851851852,NA,2.01925157936091,NA,-1e+06
1973-02-27,6.00399088828073,5.96594089905928,0.316111111111111,NA,1.85709256922952,NA,-1e+06
1973-02-28,0.0179643561676898,5.52380852351549,0.231342592592593,NA,1.7203992069627,NA,-1e+06
1973-03-01,0,4.738665711624,0.190706018518519,NA,1.59854643996104,NA,-1e+06
1973-03-02,0,5.04261150284069,0.169178240740741,NA,1.48988842066607,NA,-1e+06
1973-03-03,0,5.37730655855034,0.157685185185185,NA,1.39406608738968,NA,-1e+06
1973-03-04,0,5.32018137812275,0.143587962962963,NA,1.30884809378848,NA,-1e+06
1973-03-05,0,5.28550338981273,0.133877314814815,NA,1.23249127932311,NA,-1e+06
1973-03-06,0.00204372473045387,5.32670962352382,0.129606481481481,NA,1.16377894035465,NA,-1e+06
1973-03-07,0.0845033105945563,3.94004005356831,0.128576388888889,NA,1.10169653528603,NA,-1e+06
1973-03-08,6.91990396386651,4.69270594398333,0.127777777777778,NA,1.06151773638251,NA,-1e+06
1973-03-09,0,5.22410023955395,0.127210648148148,NA,1.07638245792108,NA,-1e+06
1973-03-10,0,5.48895208570218,0.124548611111111,NA,1.02888021984678,NA,-1e+06
1973-03-11,0,5.73619046643111,0.121956018518519,NA,0.953665760795183,NA,-1e+06
1973-03-12,0.149537427001452,5.09136418898791,0.121481481481481,NA,0.902909961464457,NA,-1e+06
1973-03-13,1.30564892707534,4.64461058548351,0.121655092592593,NA,0.863509521859842,NA,-1e+06
1973-03-14,1.6504733372195,4.10196970903899,0.12275462962963,NA,0.827218901506343,NA,-1e+06
1973-03-15,0.923629395371326,4.54725262463482,0.1225,NA,0.793697236541752,NA,-1e+06
1973-03-16,0,5.10719579715392,0.122511574074074,NA,0.762595832711045,NA,-1e+06
1973-03-17,0,5.80183393161473,0.120416666666667,NA,0.733629688883546,NA,-1e+06
1973-03-18,0.0161135611895389,6.02471516898872,0.119282407407407,NA,0.706598241694147,NA,-1e+06
1973-03-19,12.8261174872191,4.46474599120067,0.116886574074074,NA,0.711068453231313,NA,-1e+06
1973-03-20,0,5.07468188295435,0.11693287037037,NA,0.810060846669916,NA,-1e+06
1973-03-21,0,5.09390509381118,0.115960648148148,NA,0.788790321380678,NA,-1e+06
1973-03-22,0.0301491644492576,5.05095186095087,0.115428240740741,NA,0.701134349242016,NA,-1e+06
1973-03-23,0,4.79914131391128,0.116481481481481,NA,0.660153455247392,NA,-1e+06
1973-03-24,0,4.70981453936025,0.115972222222222,NA,0.637894209637974,NA,-1e+06
1973-03-25,0,4.50052840396071,0.116087962962963,NA,0.616992226302337,NA,-1e+06
1973-03-26,0,4.96948029902102,0.115717592592593,NA,0.597331045121818,NA,-1e+06
1973-03-27,0,5.19027329036574,0.115844907407407,NA,0.578803992227747,NA,-1e+06
1973-03-28,0,4.94450837979437,0.116574074074074,NA,0.561318124652902,NA,-1e+06
1973-03-29,11.4041355508495,3.7954915179916,0.123703703703704,NA,0.562095470530152,NA,-1e+06
1973-03-30,37.7789449937684,3.3304893796916,0.176400462962963,NA,0.795017855787486,NA,-1e+06
1973-03-31,3.6231765666101,3.82555627722276,0.42712962962963,NA,1.60712927459881,NA,-1e+06
1973-04-01,0,3.66670705691335,1.58144675925926,NA,1.55439077337056,NA,-1e+06
1973-04-02,0,3.93731013588331,1.60850694444444,NA,1.10493656824776,NA,-1e+06
1973-04-03,0,4.16443083698531,1.01521990740741,NA,0.951302233372554,NA,-1e+06
1973-04-04,0,4.2513216760862,0.849155092592593,NA,0.90884580506939,NA,-1e+06
1973-04-05,0,3.61641985898129,0.782303240740741,NA,0.869643216797292,NA,-1e+06
1973-04-06,0.556150633140644,4.17873679234533,0.727152777777778,NA,0.833406560771358,NA,-1e+06
1973-04-07,1.4474866191924,3.7923277236759,0.647268518518519,NA,0.799847656684529,NA,-1e+06
1973-04-08,0,3.70021521879924,0.580868055555556,NA,0.768719452353855,NA,-1e+06
1973-04-09,0,3.87558175844052,0.5209375,NA,0.73971698672259,NA,-1e+06
1973-04-10,0,3.77889019920496,0.46349537037037,NA,0.712605582720227,NA,-1e+06
1973-04-11,0,3.74457010763305,0.416921296296296,NA,0.687239866304329,NA,-1e+06
1973-04-12,0,3.74033622578277,0.372407407407407,NA,0.663477346712942,NA,-1e+06
1973-04-13,0,3.82658112271105,0.334351851851852,NA,0.641177447362649,NA,-1e+06
1973-04-14,0,3.78836053260644,0.296493055555556,NA,0.620213640275656,NA,-1e+06
1973-04-15,0.000462458906891175,4.06774030477607,0.262731481481481,NA,0.600474934259568,NA,-1e+06
1973-04-16,8.71353038131558,3.30144859251566,0.253703703703704,NA,0.601715426336399,NA,-1e+06
1973-04-17,2.07994753246575,3.44805270934856,0.240740740740741,NA,0.665162146784319,NA,-1e+06
1973-04-18,2.05429791690465,2.64959983476563,0.231898148148148,NA,0.649794754958582,NA,-1e+06
1973-04-19,4.56152524391294,2.76081076012866,0.252222222222222,NA,0.595080131616247,NA,-1e+06
1973-04-20,4.13377580513566,2.48668928036647,0.290011574074074,NA,0.602041508384157,NA,-1e+06
1973-04-21,1.68780373786439,2.55704291865123,0.294467592592593,NA,0.614644457475715,NA,-1e+06
1973-04-22,3.05078157517096,2.70192405274509,0.276180555555556,NA,0.58450536595086,NA,-1e+06
1973-04-23,3.31933603865041,3.18810955483732,0.264074074074074,NA,0.555111548275171,NA,-1e+06
1973-04-24,0.408144402277138,3.26623613912723,0.250173611111111,NA,0.538022366392556,NA,-1e+06
1973-04-25,0,3.68810156562931,0.239224537037037,NA,0.520104636447414,NA,-1e+06
1973-04-26,23.7989186138803,2.28278008425849,0.236469907407407,NA,0.619702711267671,NA,-1e+06
1973-04-27,38.3851462169433,2.29821086035999,0.375196759259259,NA,1.56843413216737,NA,-1e+06
1973-04-28,23.0451056964544,2.78435654460586,1.32898148148148,NA,4.83681532019258,NA,-1e+06
1973-04-29,0,2.93216383247939,4.11684027777778,NA,8.08160129163289,NA,-1e+06
1973-04-30,0.551092830467984,2.83154303778193,3.10672453703704,NA,6.22897581659431,NA,-1e+06
1973-05-01,4.19772472038404,2.39395962955819,1.77715277777778,NA,4.54692529243465,NA,-1e+06
1973-05-02,3.14309914105417,1.74352547039623,1.16706018518519,NA,4.14246056458932,NA,-1e+06
1973-05-03,19.7890080673059,1.79538628772005,2.2105787037037,NA,4.76722864415784,NA,-1e+06
1973-05-04,18.4562261592664,2.30621273541633,10.1631134259259,NA,10.2539971812871,NA,-1e+06
1973-05-05,0.00622785879280233,2.69986018646175,5.43490740740741,NA,15.3338120662631,NA,-1e+06
1973-05-06,0,3.02561151221996,3.11586805555556,NA,10.7788077421275,NA,-1e+06
1973-05-07,0.274946335713976,2.54199255985744,2.35884259259259,NA,7.46807251288731,NA,-1e+06
1973-05-08,0,2.07310290738662,1.86997685185185,NA,5.83158980678651,NA,-1e+06
1973-05-09,0.121124262724301,2.49967730146854,1.63127314814815,NA,4.87726239352815,NA,-1e+06
1973-05-10,4.45777720362442,2.51265610494729,1.39134259259259,NA,4.29196169303344,NA,-1e+06
1973-05-11,0.0677173012090664,1.99667690536028,1.24998842592593,NA,4.20328568674625,NA,-1e+06
1973-05-12,0,1.75192370400588,1.13707175925926,NA,3.72685814815627,NA,-1e+06
1973-05-13,0.00204372473045387,2.46711274423986,1.03060185185185,NA,3.23957726247558,NA,-1e+06
1973-05-14,0.0626188575071476,2.098688544621,0.924872685185185,NA,2.89453306627814,NA,-1e+06
1973-05-15,6.10953911205883,1.71212883154778,0.907673611111111,NA,2.80379177715794,NA,-1e+06
1973-05-16,0.55149202649681,1.78478334418261,0.930405092592593,NA,3.33816201360999,NA,-1e+06
1973-05-17,3.70166364525407,2.07839656788231,0.920300925925926,NA,3.14391237888525,NA,-1e+06
1973-05-18,0,2.25038180215484,0.896215277777778,NA,2.97718520149494,NA,-1e+06
1973-05-19,0,2.18811288202877,0.78755787037037,NA,2.68628127678528,NA,-1e+06
1973-05-20,0,1.79277576297896,0.7278125,NA,2.40000920601462,NA,-1e+06
1973-05-21,0.0041245979614613,2.24406870814369,0.706863425925926,NA,2.19786502360404,NA,-1e+06
1973-05-22,0,2.41193382764634,0.684930555555556,NA,2.04027280740698,NA,-1e+06
1973-05-23,0.136393321632583,1.89518855514392,0.656261574074074,NA,1.9019504200763,NA,-1e+06
1973-05-24,0.434689825712797,1.93450886598893,0.638043981481481,NA,1.78040511164922,NA,-1e+06
1973-05-25,0.284141832552902,1.99580208730559,0.619675925925926,NA,1.67313127998629,NA,-1e+06
1973-05-26,0.000191958302860402,1.94677713043035,0.618726851851852,NA,1.57732950980668,NA,-1e+06
1973-05-27,0,1.97780904474755,0.609201388888889,NA,1.49085360706232,NA,-1e+06
1973-05-28,0,2.14335572760739,0.554293981481481,NA,1.41234138510664,NA,-1e+06
1973-05-29,0.00374961065587355,1.61483797825165,0.527650462962963,NA,1.34076874331771,NA,-1e+06
1973-05-30,1.91196269747427,2.03297088337932,0.512708333333333,NA,1.27585509689573,NA,-1e+06
1973-05-31,0.0039326396586009,2.20678625976014,0.505081018518518,NA,1.21745021612205,NA,-1e+06
1973-06-01,0.120458385762387,2.05397068595859,0.492962962962963,NA,1.16339796503421,NA,-1e+06
1973-06-02,19.7641433594148,1.35239901357076,0.622592592592593,NA,1.50347893807162,NA,-1e+06
1973-06-03,2.44803725791453,1.32862111538278,1.75414351851852,NA,3.56545271222559,NA,-1e+06
1973-06-04,0.283502475161039,1.43947577001211,1.16163194444444,NA,3.58186969651715,NA,-1e+06
1973-06-05,0.996031101515831,1.51164598632921,0.887326388888889,NA,2.6976243328281,NA,-1e+06
1973-06-06,3.56900550923425,1.43608240879644,0.862511574074074,NA,2.34003421464594,NA,-1e+06
1973-06-07,0.14446222319551,1.20813171996378,1.15568287037037,NA,2.44638673329474,NA,-1e+06
1973-06-08,0.472620370038731,1.47433996425128,0.918368055555556,NA,2.27966132027753,NA,-1e+06
1973-06-09,2.0801431874705,1.31988056838587,0.843958333333333,NA,2.06134390276052,NA,-1e+06
1973-06-10,6.71821498525721,1.36696189596204,0.853344907407407,NA,2.16216810527716,NA,-1e+06
1973-06-11,5.58642662914974,1.38966806792897,1.17548611111111,NA,2.92773117014731,NA,-1e+06
1973-06-12,9.40351874697273,1.53481591302148,1.51421296296296,NA,3.74424579464081,NA,-1e+06
1973-06-13,0,2.15951497523644,2.20181712962963,NA,4.84450534808594,NA,-1e+06
1973-06-14,0.175151342129891,1.27364335384537,1.56385416666667,NA,4.16397457048201,NA,-1e+06
1973-06-15,12.8120793839986,1.48095299699992,2.32597222222222,NA,3.89648069948851,NA,-1e+06
1973-06-16,0.0326065496858754,2.02569752117842,3.69884259259259,NA,6.16273471370012,NA,-1e+06
1973-06-17,0,1.87580780712427,2.09232638888889,NA,5.41996253129757,NA,-1e+06
1973-06-18,0,2.01380593995502,1.75309027777778,NA,4.22394541175166,NA,-1e+06
1973-06-19,0,1.90661845212454,1.5837962962963,NA,3.57817410533574,NA,-1e+06
1973-06-20,0.0343749478571385,1.99132287161714,1.47502314814815,NA,3.18965060424515,NA,-1e+06
1973-06-21,7.24366020921564,1.84154523507398,1.42165509259259,NA,3.10541121120285,NA,-1e+06
1973-06-22,8.27848061735626,1.71961029845954,2.75956018518518,NA,4.20269436506634,NA,-1e+06
1973-06-23,0.128979680881929,1.9655881106442,2.23934027777778,NA,5.37005719970866,NA,-1e+06
1973-06-24,23.026431537143,1.82251472257556,2.79755787037037,NA,5.91498649733984,NA,-1e+06
1973-06-25,2.36842090242368,1.2956872735272,10.5142013888889,NA,12.9976889807038,NA,-1e+06
1973-06-26,3.93528409991302,1.45343638368406,5.830625,NA,10.8906497109902,NA,-1e+06
1973-06-27,0,1.72535294810243,3.95123842592593,NA,8.73212647804352,NA,-1e+06
1973-06-28,0,2.05194826196786,2.92597222222222,NA,6.73793878629979,NA,-1e+06
1973-06-29,0.0721006020917975,2.11945366025472,2.52560185185185,NA,5.46669524897155,NA,-1e+06
1973-06-30,21.7545444854105,1.4695856446675,2.32291666666667,NA,6.20897617682722,NA,-1e+06
1973-07-01,34.4929142232576,1.25403975201248,21.5499884259259,NA,20.5412419092699,NA,-1e+06
1973-07-02,0.0479950497488433,1.7563547577929,17.5637268518519,NA,47.696118191783,NA,-1e+06
1973-07-03,0,1.83861978392105,7.75671296296296,NA,23.3547618613336,NA,-1e+06
1973-07-04,0.00204372473045387,1.92798799799138,5.55399305555556,NA,13.3996631171037,NA,-1e+06
1973-07-05,0,1.92143573031499,4.4122337962963,NA,9.36464387229157,NA,-1e+06
1973-07-06,0.0139248067597651,1.97335011344416,3.79175925925926,NA,7.43030573471784,NA,-1e+06
1973-07-07,0.0139248067597651,2.06249132785434,3.42094907407407,NA,6.17400983707066,NA,-1e+06
1973-07-08,0,2.10515209115609,3.17958333333333,NA,5.29097282777386,NA,-1e+06
1973-07-09,0.00204372473045387,1.99914142104734,2.9365625,NA,4.63462005807363,NA,-1e+06
1973-07-10,0,2.16562227875897,2.72831018518518,NA,4.12660925448623,NA,-1e+06
1973-07-11,0,2.14009455612098,2.55784722222222,NA,3.71982851923697,NA,-1e+06
1973-07-12,3.16928537682273,1.88830022186432,2.42076388888889,NA,3.46543435289085,NA,-1e+06
1973-07-13,0,2.0937926158392,2.51561342592593,NA,3.52157679952646,NA,-1e+06
1973-07-14,0,2.02977502528803,2.31773148148148,NA,3.25353422185558,NA,-1e+06
1973-07-15,0,1.95153091932674,2.1719212962963,NA,2.93116051783654,NA,-1e+06
1973-07-16,3.2666189500498,1.46657168078865,2.13,NA,2.79063847911335,NA,-1e+06
1973-07-17,32.6063765481935,1.02613311331596,7.47429398148148,NA,5.10270169619368,NA,-1e+06
1973-07-18,11.5625315069864,1.28099389365537,12.6513888888889,NA,23.5961337420774,NA,-1e+06
1973-07-19,2.45286620473434,1.26077131293462,9.3390625,NA,24.9591972667735,NA,-1e+06
1973-07-20,5.42112793965489,1.49960645456823,6.53412037037037,NA,16.6062809347548,NA,-1e+06
1973-07-21,2.83986347746741,1.71841541448728,7.06084490740741,NA,13.8634256883243,NA,-1e+06
1973-07-22,0,2.04191563758438,6.20384259259259,NA,10.8656269514712,NA,-1e+06
1973-07-23,0,2.09691045160161,4.9202662037037,NA,8.28532964762685,NA,-1e+06
1973-07-24,0.00609379879080468,2.28034480782226,4.17559027777778,NA,6.67234532439574,NA,-1e+06
1973-07-25,1.30275286359126,2.26882401335673,3.7078587962963,NA,5.65643351986763,NA,-1e+06
1973-07-26,8.48931800210543,1.53231553136694,3.59241898148148,NA,5.56492169186823,NA,-1e+06
1973-07-27,18.5773216667909,1.91834020592556,19.0164467592593,NA,10.0542993849679,NA,-1e+06
1973-07-28,0,2.23572109094395,10.1469328703704,NA,20.1552168090008,NA,-1e+06
1973-07-29,0,2.20393602855483,6.66143518518519,NA,13.9336258046748,NA,-1e+06
1973-07-30,0,2.16654663454088,5.34887731481481,NA,9.43635531554165,NA,-1e+06
1973-07-31,0.0602350520841786,2.14517551670349,4.59679398148148,NA,7.26553113471001,NA,-1e+06
1973-08-01,18.0817434169482,1.62885082141565,10.1253819444444,NA,7.86671361539771,NA,-1e+06
1973-08-02,0.0056313398839135,1.82529265249168,8.04502314814815,NA,16.9724811882034,NA,-1e+06
1973-08-03,0.0947753598467188,2.0519144404854,5.36081018518519,NA,12.5550286186844,NA,-1e+06
1973-08-04,0,1.82420223683623,4.53806712962963,NA,8.74782901783906,NA,-1e+06
1973-08-05,10.5987599505605,1.98800636076672,4.17679398148148,NA,7.79639037143842,NA,-1e+06
1973-08-06,1.12686638974166,2.68424044173381,6.16596064814815,NA,11.2086249591113,NA,-1e+06
1973-08-07,1.05335322662062,2.02341614106922,4.48960648148148,NA,9.01563145339816,NA,-1e+06
1973-08-08,11.2454316931581,1.82506522891859,7.1971875,NA,7.9482167064651,NA,-1e+06
1973-08-09,7.58247710191217,1.66898755679585,6.54913194444444,NA,12.6991311259021,NA,-1e+06
1973-08-10,0.443258558533433,2.04332113404326,6.74228009259259,NA,13.9651749225761,NA,-1e+06
1973-08-11,0.0115045698714314,2.31917544555458,5.09094907407407,NA,10.1693560591981,NA,-1e+06
1973-08-12,0,2.306146258212,4.39157407407407,NA,7.60462161872572,NA,-1e+06
1973-08-13,0.284752072342878,2.18923753332535,3.93087962962963,NA,6.22811490953525,NA,-1e+06
1973-08-14,0,1.808049227138,3.62137731481481,NA,5.34996114282112,NA,-1e+06
1973-08-15,15.9516532705328,2.26830987342073,7.04427083333333,NA,5.92380046530464,NA,-1e+06
1973-08-16,1.87803551869647,2.45761922201261,5.67898148148148,NA,12.1196447110312,NA,-1e+06
1973-08-17,3.7180470957774,1.94494770318748,4.54553240740741,NA,10.0050220459041,NA,-1e+06
1973-08-18,1.18902606739578,2.02583639613264,4.44881944444444,NA,8.26583317679383,NA,-1e+06
1973-08-19,0,2.20405713154068,3.68422453703704,NA,6.66758713344546,NA,-1e+06
1973-08-20,0.497591336607894,2.51695984148507,3.39399305555556,NA,5.58518780003575,NA,-1e+06
1973-08-21,0.00926888683811718,2.57506421354285,3.13478009259259,NA,4.846406299402,NA,-1e+06
1973-08-22,0,2.73963986868938,2.9037962962963,NA,4.30199431112149,NA,-1e+06
